category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,privacyNum,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,frequency,imagePath,originCategory,datasetName,id,nationality,bbox
sunglasses,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",29,Male,9,Prolific,3,6,7,8,8,4,102411.jpg,sunglasses,LVIS,102411_64012d43d30e0fdefe7ad5d2_sunglasses,UK,"[0, 0, 0, 0]"
Object 0,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 0]",29,Male,9,Prolific,3,6,7,8,8,4,102411.jpg,Object 0,LVIS,102411_64012d43d30e0fdefe7ad5d2_Object 0,UK,"[0, 0, 0, 0]"
Chair,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",25,Female,6,CrowdWorks,4,6,9,7,4,2,5ba4992a5dec8a7a.jpg,Chair,OpenImages,5ba4992a5dec8a7a_s0608_Chair,Japan,"[0, 0, 0, 0]"
Human hair,"[0, 0, 0, 1, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",25,Female,6,CrowdWorks,4,6,9,7,4,2,5ba4992a5dec8a7a.jpg,Human hair,OpenImages,5ba4992a5dec8a7a_s0608_Human hair,Japan,"[0, 0, 0, 0]"
Furniture,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",25,Female,6,CrowdWorks,4,6,9,7,4,2,5ba4992a5dec8a7a.jpg,Furniture,OpenImages,5ba4992a5dec8a7a_s0608_Furniture,Japan,"[0, 0, 0, 0]"
Girl,"[1, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",25,Female,6,CrowdWorks,4,6,9,7,4,2,5ba4992a5dec8a7a.jpg,Girl,OpenImages,5ba4992a5dec8a7a_s0608_Girl,Japan,"[0, 0, 0, 0]"
Clothing,"[1, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",25,Female,6,CrowdWorks,4,6,9,7,4,2,5ba4992a5dec8a7a.jpg,Clothing,OpenImages,5ba4992a5dec8a7a_s0608_Clothing,Japan,"[0, 0, 0, 0]"
Human body,"[1, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,Female,6,CrowdWorks,4,6,9,7,4,2,5ba4992a5dec8a7a.jpg,Human body,OpenImages,5ba4992a5dec8a7a_s0608_Human body,Japan,"[0, 0, 0, 0]"
Human head,"[1, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,Female,6,CrowdWorks,4,6,9,7,4,2,5ba4992a5dec8a7a.jpg,Human head,OpenImages,5ba4992a5dec8a7a_s0608_Human head,Japan,"[0, 0, 0, 0]"
Couch,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",25,Female,6,CrowdWorks,4,6,9,7,4,2,5ba4992a5dec8a7a.jpg,Couch,OpenImages,5ba4992a5dec8a7a_s0608_Couch,Japan,"[0, 0, 0, 0]"
Woman,"[1, 0, 0, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,Female,6,CrowdWorks,4,6,9,7,4,2,5ba4992a5dec8a7a.jpg,Woman,OpenImages,5ba4992a5dec8a7a_s0608_Woman,Japan,"[0, 0, 0, 0]"
Chair,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Male,7,CrowdWorks,8,4,8,6,8,1,5ba4992a5dec8a7a.jpg,Chair,OpenImages,5ba4992a5dec8a7a_daisuke217_Chair,Japan,"[0, 0, 0, 0]"
Human hair,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Male,7,CrowdWorks,8,4,8,6,8,1,5ba4992a5dec8a7a.jpg,Human hair,OpenImages,5ba4992a5dec8a7a_daisuke217_Human hair,Japan,"[0, 0, 0, 0]"
Furniture,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",47,Male,7,CrowdWorks,8,4,8,6,8,1,5ba4992a5dec8a7a.jpg,Furniture,OpenImages,5ba4992a5dec8a7a_daisuke217_Furniture,Japan,"[0, 0, 0, 0]"
Girl,"[1, 1, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Male,7,CrowdWorks,8,4,8,6,8,1,5ba4992a5dec8a7a.jpg,Girl,OpenImages,5ba4992a5dec8a7a_daisuke217_Girl,Japan,"[0, 0, 0, 0]"
Clothing,"[0, 1, 0, 0, 0, 0]",2,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",47,Male,7,CrowdWorks,8,4,8,6,8,1,5ba4992a5dec8a7a.jpg,Clothing,OpenImages,5ba4992a5dec8a7a_daisuke217_Clothing,Japan,"[0, 0, 0, 0]"
Human body,"[1, 1, 0, 1, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Male,7,CrowdWorks,8,4,8,6,8,1,5ba4992a5dec8a7a.jpg,Human body,OpenImages,5ba4992a5dec8a7a_daisuke217_Human body,Japan,"[0, 0, 0, 0]"
Human head,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Male,7,CrowdWorks,8,4,8,6,8,1,5ba4992a5dec8a7a.jpg,Human head,OpenImages,5ba4992a5dec8a7a_daisuke217_Human head,Japan,"[0, 0, 0, 0]"
Couch,"[0, 1, 0, 0, 0, 0]",2,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",47,Male,7,CrowdWorks,8,4,8,6,8,1,5ba4992a5dec8a7a.jpg,Couch,OpenImages,5ba4992a5dec8a7a_daisuke217_Couch,Japan,"[0, 0, 0, 0]"
Woman,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Male,7,CrowdWorks,8,4,8,6,8,1,5ba4992a5dec8a7a.jpg,Woman,OpenImages,5ba4992a5dec8a7a_daisuke217_Woman,Japan,"[0, 0, 0, 0]"
Chair,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",50,Male,2,Prolific,4,4,8,6,9,0,5ba4992a5dec8a7a.jpg,Chair,OpenImages,5ba4992a5dec8a7a_57655a2aea19ef00016351cf_Chair,UK,"[0, 0, 0, 0]"
Human hair,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",50,Male,2,Prolific,4,4,8,6,9,0,5ba4992a5dec8a7a.jpg,Human hair,OpenImages,5ba4992a5dec8a7a_57655a2aea19ef00016351cf_Human hair,UK,"[0, 0, 0, 0]"
Furniture,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",50,Male,2,Prolific,4,4,8,6,9,0,5ba4992a5dec8a7a.jpg,Furniture,OpenImages,5ba4992a5dec8a7a_57655a2aea19ef00016351cf_Furniture,UK,"[0, 0, 0, 0]"
Girl,"[0, 0, 0, 0, 0, 1]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",50,Male,2,Prolific,4,4,8,6,9,0,5ba4992a5dec8a7a.jpg,Girl,OpenImages,5ba4992a5dec8a7a_57655a2aea19ef00016351cf_Girl,UK,"[0, 0, 0, 0]"
Clothing,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",50,Male,2,Prolific,4,4,8,6,9,0,5ba4992a5dec8a7a.jpg,Clothing,OpenImages,5ba4992a5dec8a7a_57655a2aea19ef00016351cf_Clothing,UK,"[0, 0, 0, 0]"
Human body,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",50,Male,2,Prolific,4,4,8,6,9,0,5ba4992a5dec8a7a.jpg,Human body,OpenImages,5ba4992a5dec8a7a_57655a2aea19ef00016351cf_Human body,UK,"[0, 0, 0, 0]"
Human head,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",50,Male,2,Prolific,4,4,8,6,9,0,5ba4992a5dec8a7a.jpg,Human head,OpenImages,5ba4992a5dec8a7a_57655a2aea19ef00016351cf_Human head,UK,"[0, 0, 0, 0]"
Couch,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",50,Male,2,Prolific,4,4,8,6,9,0,5ba4992a5dec8a7a.jpg,Couch,OpenImages,5ba4992a5dec8a7a_57655a2aea19ef00016351cf_Couch,UK,"[0, 0, 0, 0]"
Woman,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",50,Male,2,Prolific,4,4,8,6,9,0,5ba4992a5dec8a7a.jpg,Woman,OpenImages,5ba4992a5dec8a7a_57655a2aea19ef00016351cf_Woman,UK,"[0, 0, 0, 0]"
Chair,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",39,Male,4,Prolific,4,6,8,5,9,2,5ba4992a5dec8a7a.jpg,Chair,OpenImages,5ba4992a5dec8a7a_5cb988a6b3e70d0001715d79_Chair,UK,"[0, 0, 0, 0]"
Human hair,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",39,Male,4,Prolific,4,6,8,5,9,2,5ba4992a5dec8a7a.jpg,Human hair,OpenImages,5ba4992a5dec8a7a_5cb988a6b3e70d0001715d79_Human hair,UK,"[0, 0, 0, 0]"
Furniture,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",39,Male,4,Prolific,4,6,8,5,9,2,5ba4992a5dec8a7a.jpg,Furniture,OpenImages,5ba4992a5dec8a7a_5cb988a6b3e70d0001715d79_Furniture,UK,"[0, 0, 0, 0]"
Girl,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",39,Male,4,Prolific,4,6,8,5,9,2,5ba4992a5dec8a7a.jpg,Girl,OpenImages,5ba4992a5dec8a7a_5cb988a6b3e70d0001715d79_Girl,UK,"[0, 0, 0, 0]"
Clothing,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",39,Male,4,Prolific,4,6,8,5,9,2,5ba4992a5dec8a7a.jpg,Clothing,OpenImages,5ba4992a5dec8a7a_5cb988a6b3e70d0001715d79_Clothing,UK,"[0, 0, 0, 0]"
Human body,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",39,Male,4,Prolific,4,6,8,5,9,2,5ba4992a5dec8a7a.jpg,Human body,OpenImages,5ba4992a5dec8a7a_5cb988a6b3e70d0001715d79_Human body,UK,"[0, 0, 0, 0]"
Human head,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",39,Male,4,Prolific,4,6,8,5,9,2,5ba4992a5dec8a7a.jpg,Human head,OpenImages,5ba4992a5dec8a7a_5cb988a6b3e70d0001715d79_Human head,UK,"[0, 0, 0, 0]"
Couch,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",39,Male,4,Prolific,4,6,8,5,9,2,5ba4992a5dec8a7a.jpg,Couch,OpenImages,5ba4992a5dec8a7a_5cb988a6b3e70d0001715d79_Couch,UK,"[0, 0, 0, 0]"
Woman,"[0, 0, 0, 0, 0, 1]",5,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",39,Male,4,Prolific,4,6,8,5,9,2,5ba4992a5dec8a7a.jpg,Woman,OpenImages,5ba4992a5dec8a7a_5cb988a6b3e70d0001715d79_Woman,UK,"[0, 0, 0, 0]"
Human hair,"[1, 0, 0, 0, 0, 0]",3,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",35,Female,10,CrowdWorks,4,6,9,7,7,1,0175f160ca091e7e.jpg,Human hair,OpenImages,0175f160ca091e7e_kiiroipivosapo_Human hair,Japan,"[0, 0, 0, 0]"
Girl,"[1, 1, 0, 0, 0, 0]",3,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",35,Female,10,CrowdWorks,4,6,9,7,7,1,0175f160ca091e7e.jpg,Girl,OpenImages,0175f160ca091e7e_kiiroipivosapo_Girl,Japan,"[0, 0, 0, 0]"
Person,"[0, 1, 0, 0, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",35,Female,10,CrowdWorks,4,6,9,7,7,1,0175f160ca091e7e.jpg,Person,OpenImages,0175f160ca091e7e_kiiroipivosapo_Person,Japan,"[0, 0, 0, 0]"
Clothing,"[1, 0, 0, 0, 0, 0]",3,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",35,Female,10,CrowdWorks,4,6,9,7,7,1,0175f160ca091e7e.jpg,Clothing,OpenImages,0175f160ca091e7e_kiiroipivosapo_Clothing,Japan,"[0, 0, 0, 0]"
Human arm,"[1, 0, 0, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",35,Female,10,CrowdWorks,4,6,9,7,7,1,0175f160ca091e7e.jpg,Human arm,OpenImages,0175f160ca091e7e_kiiroipivosapo_Human arm,Japan,"[0, 0, 0, 0]"
Woman,"[1, 1, 0, 0, 0, 0]",3,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",35,Female,10,CrowdWorks,4,6,9,7,7,1,0175f160ca091e7e.jpg,Woman,OpenImages,0175f160ca091e7e_kiiroipivosapo_Woman,Japan,"[0, 0, 0, 0]"
Human hair,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,Male,5,CrowdWorks,4,4,7,9,3,3,0175f160ca091e7e.jpg,Human hair,OpenImages,0175f160ca091e7e_otakasan_Human hair,Japan,"[0, 0, 0, 0]"
Girl,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",46,Male,5,CrowdWorks,4,4,7,9,3,3,0175f160ca091e7e.jpg,Girl,OpenImages,0175f160ca091e7e_otakasan_Girl,Japan,"[0, 0, 0, 0]"
Person,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",46,Male,5,CrowdWorks,4,4,7,9,3,3,0175f160ca091e7e.jpg,Person,OpenImages,0175f160ca091e7e_otakasan_Person,Japan,"[0, 0, 0, 0]"
Clothing,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",46,Male,5,CrowdWorks,4,4,7,9,3,3,0175f160ca091e7e.jpg,Clothing,OpenImages,0175f160ca091e7e_otakasan_Clothing,Japan,"[0, 0, 0, 0]"
Human arm,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",46,Male,5,CrowdWorks,4,4,7,9,3,3,0175f160ca091e7e.jpg,Human arm,OpenImages,0175f160ca091e7e_otakasan_Human arm,Japan,"[0, 0, 0, 0]"
Woman,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,Male,5,CrowdWorks,4,4,7,9,3,3,0175f160ca091e7e.jpg,Woman,OpenImages,0175f160ca091e7e_otakasan_Woman,Japan,"[0, 0, 0, 0]"
Human hair,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",62,Male,3,Prolific,5,10,10,4,10,1,0175f160ca091e7e.jpg,Human hair,OpenImages,0175f160ca091e7e_63d3f951dd046a4bc2b9cea9_Human hair,UK,"[0, 0, 0, 0]"
Girl,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",62,Male,3,Prolific,5,10,10,4,10,1,0175f160ca091e7e.jpg,Girl,OpenImages,0175f160ca091e7e_63d3f951dd046a4bc2b9cea9_Girl,UK,"[0, 0, 0, 0]"
Person,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",62,Male,3,Prolific,5,10,10,4,10,1,0175f160ca091e7e.jpg,Person,OpenImages,0175f160ca091e7e_63d3f951dd046a4bc2b9cea9_Person,UK,"[0, 0, 0, 0]"
Clothing,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",62,Male,3,Prolific,5,10,10,4,10,1,0175f160ca091e7e.jpg,Clothing,OpenImages,0175f160ca091e7e_63d3f951dd046a4bc2b9cea9_Clothing,UK,"[0, 0, 0, 0]"
Human arm,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",62,Male,3,Prolific,5,10,10,4,10,1,0175f160ca091e7e.jpg,Human arm,OpenImages,0175f160ca091e7e_63d3f951dd046a4bc2b9cea9_Human arm,UK,"[0, 0, 0, 0]"
Woman,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",62,Male,3,Prolific,5,10,10,4,10,1,0175f160ca091e7e.jpg,Woman,OpenImages,0175f160ca091e7e_63d3f951dd046a4bc2b9cea9_Woman,UK,"[0, 0, 0, 0]"
Skyscraper,"[0, 1, 0, 0, 0, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",37,Female,9,CrowdWorks,3,5,6,8,4,0,b8b0d6a47e48cc8c.jpg,Skyscraper,OpenImages,b8b0d6a47e48cc8c_cocoem_Skyscraper,Japan,"[0, 0, 0, 0]"
Window,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",37,Female,9,CrowdWorks,3,5,6,8,4,0,b8b0d6a47e48cc8c.jpg,Window,OpenImages,b8b0d6a47e48cc8c_cocoem_Window,Japan,"[0, 0, 0, 0]"
Office building,"[0, 0, 0, 1, 0, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",37,Female,9,CrowdWorks,3,5,6,8,4,0,b8b0d6a47e48cc8c.jpg,Office building,OpenImages,b8b0d6a47e48cc8c_cocoem_Office building,Japan,"[0, 0, 0, 0]"
Skyscraper,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",30,Female,8,CrowdWorks,3,8,7,6,9,0,b8b0d6a47e48cc8c.jpg,Skyscraper,OpenImages,b8b0d6a47e48cc8c_yuko0717p_Skyscraper,Japan,"[0, 0, 0, 0]"
Window,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",30,Female,8,CrowdWorks,3,8,7,6,9,0,b8b0d6a47e48cc8c.jpg,Window,OpenImages,b8b0d6a47e48cc8c_yuko0717p_Window,Japan,"[0, 0, 0, 0]"
Office building,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",30,Female,8,CrowdWorks,3,8,7,6,9,0,b8b0d6a47e48cc8c.jpg,Office building,OpenImages,b8b0d6a47e48cc8c_yuko0717p_Office building,Japan,"[0, 0, 0, 0]"
Skyscraper,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",38,Male,8,Prolific,4,6,6,10,10,2,b8b0d6a47e48cc8c.jpg,Skyscraper,OpenImages,b8b0d6a47e48cc8c_63637d967ee8bf369c131da3_Skyscraper,UK,"[0, 0, 0, 0]"
Window,"[0, 1, 0, 0, 0, 0]",1,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",38,Male,8,Prolific,4,6,6,10,10,2,b8b0d6a47e48cc8c.jpg,Window,OpenImages,b8b0d6a47e48cc8c_63637d967ee8bf369c131da3_Window,UK,"[0, 0, 0, 0]"
Office building,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",38,Male,8,Prolific,4,6,6,10,10,2,b8b0d6a47e48cc8c.jpg,Office building,OpenImages,b8b0d6a47e48cc8c_63637d967ee8bf369c131da3_Office building,UK,"[0, 0, 0, 0]"
Skyscraper,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",68,Female,4,Prolific,8,8,10,4,8,1,b8b0d6a47e48cc8c.jpg,Skyscraper,OpenImages,b8b0d6a47e48cc8c_612f350052a72eaeac5b9703_Skyscraper,UK,"[0, 0, 0, 0]"
Window,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",68,Female,4,Prolific,8,8,10,4,8,1,b8b0d6a47e48cc8c.jpg,Window,OpenImages,b8b0d6a47e48cc8c_612f350052a72eaeac5b9703_Window,UK,"[0, 0, 0, 0]"
Office building,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",68,Female,4,Prolific,8,8,10,4,8,1,b8b0d6a47e48cc8c.jpg,Office building,OpenImages,b8b0d6a47e48cc8c_612f350052a72eaeac5b9703_Office building,UK,"[0, 0, 0, 0]"
Skyscraper,"[0, 1, 0, 0, 0, 0]",2,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",30,Male,10,CrowdWorks,6,8,4,9,10,2,5337819360fbbe51.jpg,Skyscraper,OpenImages,5337819360fbbe51_watanabe79_Skyscraper,Japan,"[0, 0, 0, 0]"
Building,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",30,Male,10,CrowdWorks,6,8,4,9,10,2,5337819360fbbe51.jpg,Building,OpenImages,5337819360fbbe51_watanabe79_Building,Japan,"[0, 0, 0, 0]"
Fountain,"[0, 1, 0, 0, 0, 0]",4,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",30,Male,10,CrowdWorks,6,8,4,9,10,2,5337819360fbbe51.jpg,Fountain,OpenImages,5337819360fbbe51_watanabe79_Fountain,Japan,"[0, 0, 0, 0]"
Object 0,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",30,Male,10,CrowdWorks,6,8,4,9,10,2,5337819360fbbe51.jpg,Object 0,OpenImages,5337819360fbbe51_watanabe79_Object 0,Japan,"[0, 0, 0, 0]"
Skyscraper,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",36,Female,5,CrowdWorks,2,5,2,9,9,1,5337819360fbbe51.jpg,Skyscraper,OpenImages,5337819360fbbe51_Yubi24_Skyscraper,Japan,"[0, 0, 0, 0]"
Building,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",36,Female,5,CrowdWorks,2,5,2,9,9,1,5337819360fbbe51.jpg,Building,OpenImages,5337819360fbbe51_Yubi24_Building,Japan,"[0, 0, 0, 0]"
Fountain,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",36,Female,5,CrowdWorks,2,5,2,9,9,1,5337819360fbbe51.jpg,Fountain,OpenImages,5337819360fbbe51_Yubi24_Fountain,Japan,"[0, 0, 0, 0]"
Object 0,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",36,Female,5,CrowdWorks,2,5,2,9,9,1,5337819360fbbe51.jpg,Object 0,OpenImages,5337819360fbbe51_Yubi24_Object 0,Japan,"[0, 0, 0, 0]"
Skyscraper,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",45,Male,4,Prolific,5,9,5,5,5,2,5337819360fbbe51.jpg,Skyscraper,OpenImages,5337819360fbbe51_5c42f9388bb6fd000163d1b4_Skyscraper,UK,"[0, 0, 0, 0]"
Building,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",45,Male,4,Prolific,5,9,5,5,5,2,5337819360fbbe51.jpg,Building,OpenImages,5337819360fbbe51_5c42f9388bb6fd000163d1b4_Building,UK,"[0, 0, 0, 0]"
Fountain,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",45,Male,4,Prolific,5,9,5,5,5,2,5337819360fbbe51.jpg,Fountain,OpenImages,5337819360fbbe51_5c42f9388bb6fd000163d1b4_Fountain,UK,"[0, 0, 0, 0]"
Object 0,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",45,Male,4,Prolific,5,9,5,5,5,2,5337819360fbbe51.jpg,Object 0,OpenImages,5337819360fbbe51_5c42f9388bb6fd000163d1b4_Object 0,UK,"[0, 0, 0, 0]"
Skyscraper,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",67,Male,0,Prolific,4,9,6,4,9,0,5337819360fbbe51.jpg,Skyscraper,OpenImages,5337819360fbbe51_5c4cdcb14cb4630001ec4955_Skyscraper,UK,"[0, 0, 0, 0]"
